pnode_id,pnode_name,pnode_type,pnode_subtype,zone,voltage_level,effective_date,termination_date
1084383915,WMILBURG138 KV  T3,BUS,LOAD,AEP,138 KV,6/13/2012 0:00,12/31/9999 0:00
1084383930,WOOSTER 138 KV  TR3,BUS,LOAD,AEP,138 KV,6/13/2012 0:00,12/31/9999 0:00
1084383955,KEYSER  69 KV   T1-LOAD,BUS,LOAD,AEP,69 KV,6/13/2012 0:00,12/31/9999 0:00
1084384000,SANDERSO138 KV  WEBSTER,BUS,LOAD,AEP,138 KV,6/13/2012 0:00,12/31/9999 0:00
1084384387,ELKO4   35 KV   TX2,BUS,LOAD,DOM,35 KV,6/13/2012 0:00,12/31/9999 0:00
1084384536,PLYWOOD 13.8 KV LOAD,BUS,LOAD,DOM,13.8 KV,6/13/2012 0:00,12/31/9999 0:00
1084384582,TRANSCO 115 KV  LOAD,BUS,LOAD,DOM,115 KV,6/13/2012 0:00,12/31/9999 0:00
1084384755,SHELLBNK22 KV   TX7,BUS,LOAD,DOM,22 KV,6/13/2012 0:00,12/31/9999 0:00
1084384756,SHELLBNK22 KV   TX5LOAD,BUS,LOAD,DOM,22 KV,6/13/2012 0:00,12/31/9999 0:00
1084385301,HOPEWELL69 KV   LOAD,BUS,LOAD,DUQ,69 KV,6/13/2012 0:00,12/31/9999 0:00
1084385751,NSS-YORK138 KV  LD2,BUS,LOAD,ATSI,138 KV,6/13/2012 0:00,12/31/9999 0:00
1084385837,SSCIOTO 138 KV  LD1,BUS,LOAD,ATSI,138 KV,6/13/2012 0:00,12/31/9999 0:00
1084386162,08ASHLD7138 KV  BK7,BUS,LOAD,DEOK,138 KV,6/13/2012 0:00,12/31/9999 0:00
1084386398,EBEND   345 KV  TB11,BUS,LOAD,DEOK,345 KV,6/13/2012 0:00,12/31/9999 0:00
1084386399,EBEND   345 KV  TB12,BUS,LOAD,DEOK,345 KV,6/13/2012 0:00,12/31/9999 0:00
1084390175,BRIDGEWA230 KV  BRIDGSP,BUS,GEN,PSEG,230 KV,6/13/2012 0:00,12/31/9999 0:00
1084390238,KEARNY  13 KV   13CTD,BUS,GEN,PSEG,13 KV,6/13/2012 0:00,12/31/9999 0:00
1084390333,BURLINGT26 KV   SFIELDSP,BUS,GEN,PSEG,26 KV,6/13/2012 0:00,12/31/9999 0:00
1084390354,DEPTFORD230 KV  DELSEASP,BUS,GEN,PSEG,230 KV,6/13/2012 0:00,12/31/9999 0:00
1084390852,MARSHALL34.5 KV LAURELWF,BUS,GEN,PENELEC,34.5 KV,6/13/2012 0:00,12/31/9999 0:00
1084390856,MTNTOP  34.5 KV MEHOOPWF,BUS,GEN,PENELEC,34.5 KV,6/13/2012 0:00,12/31/9999 0:00
1084390986,CROWNPNT18 KV   CTG1,BUS,GEN,AECO,18 KV,6/13/2012 0:00,12/31/9999 0:00
1084390987,CROWNPNT18 KV   CTG2,BUS,GEN,AECO,18 KV,6/13/2012 0:00,12/31/9999 0:00
1084390988,CROWNPNT21 KV   STG1,BUS,GEN,AECO,21 KV,6/13/2012 0:00,12/31/9999 0:00
1084391028,HARMONY 138 KV  BROOKSFC,BUS,GEN,DPL,138 KV,6/13/2012 0:00,12/31/9999 0:00
1084391055,REDLION 34.5 KV REDLINFC,BUS,GEN,DPL,34.5 KV,6/13/2012 0:00,12/31/9999 0:00
1084391056,ST138   138 KV  SVC,BUS,GEN,DPL,138 KV,6/13/2012 0:00,12/31/9999 0:00
1084391159,126 STAT138 KV  NISALSP,BUS,GEN,COMED,138 KV,6/13/2012 0:00,12/31/9999 0:00
1084391168,139 MEND34.5 KV WBROOKWF,BUS,GEN,COMED,34.5 KV,6/13/2012 0:00,12/31/9999 0:00
1084391529,WCATWIND34.5 KV WLDCATWF,BUS,GEN,AEP,34.5 KV,6/13/2012 0:00,12/31/9999 0:00
1084391530,WESTSTRE138 KV  ORCHDHLF,BUS,GEN,AEP,138 KV,6/13/2012 0:00,12/31/9999 0:00
1084391751,PLYWOOD 13.8 KV PLYWODBI,BUS,GEN,DOM,13.8 KV,6/13/2012 0:00,12/31/9999 0:00
1097720675,HCS     230 KV  LOAD1,BUS,LOAD,PSEG,230 KV,10/10/2012 0:00,12/31/9999 0:00
1097721127,PLYMOUTH35 KV   9800,BUS,LOAD,PECO,35 KV,10/10/2012 0:00,12/31/9999 0:00
1097721187,WHITEMAR35 KV   8100,BUS,LOAD,PECO,35 KV,10/10/2012 0:00,12/31/9999 0:00
1097721188,WHITEMAR35 KV   7200,BUS,LOAD,PECO,35 KV,10/10/2012 0:00,12/31/9999 0:00
1097721203,ALLENTOW138 KV  T1,BUS,LOAD,PPL,138 KV,10/10/2012 0:00,12/31/9999 0:00
1097721204,ALLENTOW138 KV  T2,BUS,LOAD,PPL,138 KV,10/10/2012 0:00,12/31/9999 0:00
1097721205,ALLENTOW138 KV  T4,BUS,LOAD,PPL,138 KV,10/10/2012 0:00,12/31/9999 0:00
1097721206,ALTONPRK69 KV   T1,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721207,ALTONPRK69 KV   T2,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721281,EHEIGHTS69 KV   T1,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721282,EHEIGHTS69 KV   T2,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721293,EMMAUS  69 KV   T1,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721294,EMMAUS  69 KV   T2,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721303,READANCT69 KV   LOAD1,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721313,FREEMANS69 KV   T1 LOAD,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721314,FREEMANS69 KV   T2 LOAD,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721325,HOMERSCH69 KV   T1,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721326,HOMERSCH69 KV   T2,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721340,LANARK  69 KV   T1,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721341,LANARK  69 KV   T2,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721354,MACK    69 KV   T1,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721355,MACK    69 KV   T2,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721379,PORTCRBN69 KV   LOAD1,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721384,QUARRY  69 KV   SAND1,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721385,QUARRY  69 KV   SAND2,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721397,SALISBPL69 KV   T1,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721398,SALISBPL69 KV   T2,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721399,SALLENTP69 KV   LOAD1,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721402,SEIDERVL69 KV   T1,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721403,SEIDERVL69 KV   T2,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721436,WESCOSVI69 KV   T1,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721437,WESCOSVI69 KV   T2,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721438,WESCOSVI69 KV   T3,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721439,WESCOSVI69 KV   T4,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721442,WALLENTN69 KV   T1,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721443,WALLENTN69 KV   T2,BUS,LOAD,PPL,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097721847,SRIVER  230 KV  LOAD1,BUS,LOAD,JCPL,230 KV,10/10/2012 0:00,12/31/9999 0:00
1097721848,SRIVER  230 KV  LOAD2,BUS,LOAD,JCPL,230 KV,10/10/2012 0:00,12/31/9999 0:00
1097721929,PROSPEME115 KV  LD1,BUS,LOAD,METED,115 KV,10/10/2012 0:00,12/31/9999 0:00
1097722148,SCOTCHHO230 KV  SCOTCH,BUS,LOAD,PENELEC,230 KV,10/10/2012 0:00,12/31/9999 0:00
1097722166,STATHILL34.5 KV SOMERSET,BUS,LOAD,PENELEC,34.5 KV,10/10/2012 0:00,12/31/9999 0:00
1097722218,ALABAMA 13 KV   LOAD T1,BUS,LOAD,PEPCO,13 KV,10/10/2012 0:00,12/31/9999 0:00
1097722219,ALABAMA 13 KV   LOAD T2,BUS,LOAD,PEPCO,13 KV,10/10/2012 0:00,12/31/9999 0:00
1097722220,ALABAMA 13 KV   LOAD T3,BUS,LOAD,PEPCO,13 KV,10/10/2012 0:00,12/31/9999 0:00
1097722221,ALABAMA 13 KV   LOAD T4,BUS,LOAD,PEPCO,13 KV,10/10/2012 0:00,12/31/9999 0:00
1097722222,ALABAMA 13 KV   LOAD T5,BUS,LOAD,PEPCO,13 KV,10/10/2012 0:00,12/31/9999 0:00
1097722223,ALABAMA 13 KV   LOAD T6,BUS,LOAD,PEPCO,13 KV,10/10/2012 0:00,12/31/9999 0:00
1097722281,MORGANTO230 KV  RSST1,BUS,LOAD,PEPCO,230 KV,10/10/2012 0:00,12/31/9999 0:00
1097722282,MORGANTO230 KV  RSST2,BUS,LOAD,PEPCO,230 KV,10/10/2012 0:00,12/31/9999 0:00
1097722307,RITCHIE 69 KV   69001LD,BUS,LOAD,PEPCO,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097722308,RITCHIE 69 KV   69007LD,BUS,LOAD,PEPCO,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097722309,RITCHIE 69 KV   LD69085,BUS,LOAD,PEPCO,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097722369,DOROTHY 138 KV  1BUS,BUS,LOAD,AECO,138 KV,10/10/2012 0:00,12/31/9999 0:00
1097722370,DOROTHY 138 KV  2BUS,BUS,LOAD,AECO,138 KV,10/10/2012 0:00,12/31/9999 0:00
1097722409,MINOTOLA138 KV  2BUS,BUS,LOAD,AECO,138 KV,10/10/2012 0:00,12/31/9999 0:00
1097724388,D438    138 KV  TR71,BUS,LOAD,COMED,138 KV,10/10/2012 0:00,12/31/9999 0:00
1097724389,D438    138 KV  TR72,BUS,LOAD,COMED,138 KV,10/10/2012 0:00,12/31/9999 0:00
1097725251,LAKEVIE1138 KV  LOAD,BUS,LOAD,AEP,138 KV,10/10/2012 0:00,12/31/9999 0:00
1097725880,TWINBRAN138 KV  LOAD,BUS,LOAD,AEP,138 KV,10/10/2012 0:00,12/31/9999 0:00
1097726418,CHATHAM469 KV   TX1 LD,BUS,LOAD,DOM,69 KV,10/10/2012 0:00,12/31/9999 0:00
1097726619,POWHATAN230 KV  TX3 LD,BUS,LOAD,DOM,230 KV,10/10/2012 0:00,12/31/9999 0:00
1097726620,PRGEORGE230 KV  LOAD,BUS,LOAD,DOM,230 KV,10/10/2012 0:00,12/31/9999 0:00
1097726960,ELKRUNDP230 KV  TX1,BUS,LOAD,DOM,230 KV,10/10/2012 0:00,12/31/9999 0:00
1097727061,SIDEBURN35 KV   TX2,BUS,LOAD,DOM,35 KV,10/10/2012 0:00,12/31/9999 0:00
1097728111,LAKESHOR138 KV  TR7,BUS,LOAD,ATSI,138 KV,10/10/2012 0:00,12/31/9999 0:00
1097732300,ESSEX   26 KV   ECCFG1CT,BUS,GEN,PSEG,26 KV,10/10/2012 0:00,12/31/9999 0:00
1097732301,ESSEX   26 KV   ECCFG2CT,BUS,GEN,PSEG,26 KV,10/10/2012 0:00,12/31/9999 0:00
1097732304,HCS     500 KV  NYPUMP,BUS,GEN,PSEG,500 KV,10/10/2012 0:00,12/31/9999 0:00
1097732340,LINDEN  18 KV   2001 GEN,BUS,GEN,PSEG,18 KV,10/10/2012 0:00,12/31/9999 0:00
1097732449,HOPECREE25 KV   UNIT 1,BUS,GEN,PSEG,25 KV,10/10/2012 0:00,12/31/9999 0:00
1097732812,COOKSTOW35 KV   SHEMESSP,BUS,GEN,JCPL,35 KV,10/10/2012 0:00,12/31/9999 0:00
1097733433,ALLOY   138 KV  HYD2,BUS,GEN,AEP,138 KV,10/10/2012 0:00,12/31/9999 0:00
1097733434,ALLOY   138 KV  CONV,BUS,GEN,AEP,138 KV,10/10/2012 0:00,12/31/9999 0:00
1097733802,FRONTROY21 KV   WARCOCT1,BUS,GEN,DOM,21 KV,10/10/2012 0:00,12/31/9999 0:00
1097733803,FRONTROY21 KV   WARCOCT2,BUS,GEN,DOM,21 KV,10/10/2012 0:00,12/31/9999 0:00
1097733805,FRONTROY21 KV   WARCOCT3,BUS,GEN,DOM,21 KV,10/10/2012 0:00,12/31/9999 0:00
1097733899,OCCOQUAN35 KV   I95LF2,BUS,GEN,DOM,35 KV,10/10/2012 0:00,12/31/9999 0:00
1107276869,BERGENFI230 KV  T2-LOAD,BUS,LOAD,PSEG,230 KV,12/19/2012 0:00,12/31/9999 0:00
1107276870,BERGENFI230 KV  T1-LOAD,BUS,LOAD,PSEG,230 KV,12/19/2012 0:00,12/31/9999 0:00
1107276948,KINGSLAN230 KV  T-3,BUS,LOAD,PSEG,230 KV,3/13/2019 0:00,12/31/9999 0:00
1107277062,CINNAMIN230 KV  T10-LOAD,BUS,LOAD,PSEG,230 KV,12/19/2012 0:00,12/31/9999 0:00
1107277063,CINNAMIN230 KV  T30-LOAD,BUS,LOAD,PSEG,230 KV,12/19/2012 0:00,12/31/9999 0:00
1107277376,PLYMOUTH138 KV  MITTAL,BUS,LOAD,PECO,138 KV,12/19/2012 0:00,12/31/9999 0:00
1107277493,CHAPMAN 230 KV  T1,BUS,LOAD,PPL,230 KV,12/19/2012 0:00,12/31/9999 0:00
1107277568,HARRISBU69 KV   WSHR1,BUS,LOAD,PPL,69 KV,12/19/2012 0:00,12/31/9999 0:00
1107277569,HARRISBU69 KV   WSHR2,BUS,LOAD,PPL,69 KV,12/19/2012 0:00,12/31/9999 0:00
1107277726,WSHORE  69 KV   HARR1,BUS,LOAD,PPL,69 KV,12/19/2012 0:00,12/31/9999 0:00
1107277728,WSHORE  69 KV   WHHI1,BUS,LOAD,PPL,69 KV,12/19/2012 0:00,12/31/9999 0:00
1107277729,WSHORE  69 KV   HARR2,BUS,LOAD,PPL,69 KV,12/19/2012 0:00,12/31/9999 0:00
1107277731,WSHORE  69 KV   WHHI2,BUS,LOAD,PPL,69 KV,12/19/2012 0:00,12/31/9999 0:00
1107278516,DICKERSH69 KV   LOAD,BUS,LOAD,PEPCO,69 KV,12/19/2012 0:00,12/31/9999 0:00
1107278632,FRANKAE 138 KV  T1,BUS,LOAD,AECO,138 KV,12/19/2012 0:00,12/31/9999 0:00
1107278767,BRANDYWN138 KV  T4,BUS,LOAD,DPL,138 KV,12/19/2012 0:00,12/31/9999 0:00
1107278768,BRANDYWN138 KV  T5,BUS,LOAD,DPL,138 KV,12/19/2012 0:00,12/31/9999 0:00
1107280616,940 CORD18 KV   AUX1,BUS,LOAD,COMED,18 KV,12/19/2012 0:00,12/31/9999 0:00
1107280617,940 CORD18 KV   AUX2,BUS,LOAD,COMED,18 KV,12/19/2012 0:00,12/31/9999 0:00
1107280618,942 NELS13.8 KV AUX1,BUS,LOAD,COMED,13.8 KV,12/19/2012 0:00,12/31/9999 0:00
1107280619,942 NELS13.8 KV AUX2,BUS,LOAD,COMED,13.8 KV,12/19/2012 0:00,12/31/9999 0:00
1107280620,942 NELS13.8 KV SS1,BUS,LOAD,COMED,13.8 KV,12/19/2012 0:00,12/31/9999 0:00
1107280621,942 NELS13.8 KV SS2,BUS,LOAD,COMED,13.8 KV,12/19/2012 0:00,12/31/9999 0:00
1107280625,969 ECOG34.5 KV TR76 34,BUS,LOAD,COMED,34.5 KV,12/19/2012 0:00,12/31/9999 0:00
1107280740,W502    138 KV  T1,BUS,LOAD,COMED,138 KV,12/19/2012 0:00,12/31/9999 0:00
1107280741,W503    138 KV  T1,BUS,LOAD,COMED,138 KV,12/19/2012 0:00,12/31/9999 0:00
1107280742,W503    138 KV  T2,BUS,LOAD,COMED,138 KV,12/19/2012 0:00,12/31/9999 0:00
1107280803,ALMENA  69 KV   LOAD,BUS,LOAD,AEP,69 KV,12/19/2012 0:00,12/31/9999 0:00
1107280945,CABINCRE46 KV   LOAD1,BUS,LOAD,AEP,46 KV,12/19/2012 0:00,12/31/9999 0:00
1107280946,CABINCRE46 KV   LOAD2,BUS,LOAD,AEP,46 KV,12/19/2012 0:00,12/31/9999 0:00
1107281270,GAVINAEP69 KV   AUX,BUS,LOAD,AEP,69 KV,12/19/2012 0:00,12/31/9999 0:00
1107281296,GOSNEYHI138 KV  CAIMAN,BUS,LOAD,AEP,138 KV,12/19/2012 0:00,12/31/9999 0:00
1107281350,HARTFORD69 KV   T2,BUS,LOAD,AEP,69 KV,12/19/2012 0:00,12/31/9999 0:00
1107281363,HERNSHAW138 KV  RAVEN,BUS,LOAD,AEP,138 KV,12/19/2012 0:00,12/31/9999 0:00
1107281653,MOOREPAR138 KV  T2,BUS,LOAD,AEP,138 KV,12/19/2012 0:00,12/31/9999 0:00
1107281685,NATRIUM2138 KV  DOMENRGY,BUS,LOAD,AEP,138 KV,12/19/2012 0:00,12/31/9999 0:00
1107281938,SCHOOLCR69 KV   LOAD,BUS,LOAD,AEP,69 KV,12/19/2012 0:00,12/31/9999 0:00
1107282007,SOUTHHAV69 KV   LOAD1,BUS,LOAD,AEP,69 KV,12/19/2012 0:00,12/31/9999 0:00
1107282008,SOUTHHAV69 KV   LOAD2,BUS,LOAD,AEP,69 KV,12/19/2012 0:00,12/31/9999 0:00
1107282076,STULLRUN138 KV  CONSOL,BUS,LOAD,AEP,138 KV,12/19/2012 0:00,12/31/9999 0:00
1107282184,WARTONHI138 KV  CONSOL,BUS,LOAD,AEP,138 KV,12/19/2012 0:00,12/31/9999 0:00
1107282185,WARTONHI138 KV  MARKWEST,BUS,LOAD,AEP,138 KV,12/19/2012 0:00,12/31/9999 0:00
1107282417,TAIT    12.5 KV LOAD,BUS,LOAD,DAY,12.5 KV,12/19/2012 0:00,12/31/9999 0:00
1107282523,INDIANLA69 KV   90601-1,BUS,LOAD,DAY,69 KV,12/19/2012 0:00,12/31/9999 0:00
1107282658,BOYTNPRD115 KV  TX3,BUS,LOAD,DOM,115 KV,12/19/2012 0:00,12/31/9999 0:00
1107282702,CHURCHST230 KV  TX1,BUS,LOAD,DOM,230 KV,12/19/2012 0:00,12/31/9999 0:00
1107282762,HANOVER435 KV   TX1LD,BUS,LOAD,DOM,35 KV,12/19/2012 0:00,12/31/9999 0:00
1107282863,OCRAN   13.2 KV TX1,BUS,LOAD,DOM,13.2 KV,12/19/2012 0:00,12/31/9999 0:00
1107282865,OLDCHRCH35 KV   TX2,BUS,LOAD,DOM,35 KV,12/19/2012 0:00,12/31/9999 0:00
1107282906,SHERTFOR230 KV  TX1,BUS,LOAD,DOM,230 KV,12/19/2012 0:00,12/31/9999 0:00
1107282955,WAXPOOL 35 KV   TX1,BUS,LOAD,DOM,35 KV,12/19/2012 0:00,12/31/9999 0:00
1107282956,WAXPOOL 35 KV   TX2,BUS,LOAD,DOM,35 KV,12/19/2012 0:00,12/31/9999 0:00
1107282957,WAXPOOL 35 KV   TX3,BUS,LOAD,DOM,35 KV,12/19/2012 0:00,12/31/9999 0:00
1107282958,WAXPOOL 35 KV   TX4,BUS,LOAD,DOM,35 KV,12/19/2012 0:00,12/31/9999 0:00
1107283104,SHELHORN36.5 KV TX1,BUS,LOAD,DOM,36.5 KV,12/19/2012 0:00,12/31/9999 0:00
1107283198,BRAMBLET230 KV  TX3,BUS,LOAD,DOM,230 KV,12/19/2012 0:00,12/31/9999 0:00
1107283217,CLOVERHL36.5 KV TX1,BUS,LOAD,DOM,36.5 KV,12/19/2012 0:00,12/31/9999 0:00
1107283218,CLOVERHL36.5 KV TX2,BUS,LOAD,DOM,36.5 KV,12/8/2021 0:00,12/31/9999 0:00
1107283365,VAHILLS 35 KV   TX2,BUS,LOAD,DOM,35 KV,12/19/2012 0:00,12/31/9999 0:00
1107283397,CHOWAN  35 KV   TX_1,BUS,LOAD,DOM,35 KV,12/19/2012 0:00,12/31/9999 0:00
1107283458,SHILOHDP115 KV  TX1,BUS,LOAD,DOM,115 KV,12/19/2012 0:00,12/31/9999 0:00
1107283484,WINFALL 35 KV   TX4,BUS,LOAD,DOM,35 KV,12/19/2012 0:00,12/31/9999 0:00
1107283485,WINFALL 35 KV   TX5,BUS,LOAD,DOM,35 KV,12/19/2012 0:00,12/31/9999 0:00
1107283555,HYDROAD 230 KV  LOAD,BUS,LOAD,DOM,230 KV,12/19/2012 0:00,12/31/9999 0:00
1107283611,TIMBERVL13 KV   TX2,BUS,LOAD,DOM,13 KV,12/19/2012 0:00,12/31/9999 0:00
1107283768,02DUALRT138 KV  YACHIYO,BUS,LOAD,ATSI,138 KV,12/19/2012 0:00,12/31/9999 0:00
1107283898,BATHFE  138 KV  TR1,BUS,LOAD,ATSI,138 KV,12/19/2012 0:00,12/31/9999 0:00
1107284146,OLDFORGE138 KV  TR1,BUS,LOAD,ATSI,138 KV,12/19/2012 0:00,12/31/9999 0:00
1107284171,PREISDOK69 KV   TR1,BUS,LOAD,ATSI,69 KV,12/19/2012 0:00,12/31/9999 0:00
1107284172,PREISDOK69 KV   TR2,BUS,LOAD,ATSI,69 KV,12/19/2012 0:00,12/31/9999 0:00
1107284187,REPVINE 138 KV  A,BUS,LOAD,ATSI,138 KV,12/19/2012 0:00,12/31/9999 0:00
1107284188,REPVINE 138 KV  B,BUS,LOAD,ATSI,138 KV,12/19/2012 0:00,12/31/9999 0:00
1107284481,STACY   138 KV  TR1,BUS,LOAD,ATSI,138 KV,12/19/2012 0:00,12/31/9999 0:00
1107288781,MEDFORD269 KV   REESTSSP,BUS,GEN,PSEG,69 KV,12/19/2012 0:00,12/31/9999 0:00
1107289145,COOKSTOW35 KV   JACOBSSP,BUS,GEN,JCPL,35 KV,12/19/2012 0:00,12/31/9999 0:00
1107289152,MANALAPA230 KV  NPARKSP1,BUS,GEN,JCPL,230 KV,12/19/2012 0:00,12/31/9999 0:00
1107289153,MANALAPA230 KV  NPARKSP2,BUS,GEN,JCPL,230 KV,12/19/2012 0:00,12/31/9999 0:00
1107289418,COSTEN  138 KV  COSTENSP,BUS,GEN,DPL,138 KV,12/19/2012 0:00,12/31/9999 0:00
1107289682,941 GRND34.5 KV GRIDGEBS,BUS,GEN,COMED,34.5 KV,12/19/2012 0:00,12/31/9999 0:00
1107289683,942 NELS18 KV   GT1,BUS,GEN,COMED,18 KV,12/19/2012 0:00,12/31/9999 0:00
1107289684,942 NELS18 KV   GT2,BUS,GEN,COMED,18 KV,12/19/2012 0:00,12/31/9999 0:00
1107289685,942 NELS13.8 KV ST1,BUS,GEN,COMED,13.8 KV,12/19/2012 0:00,12/31/9999 0:00
1107289686,942 NELS13.8 KV ST2,BUS,GEN,COMED,13.8 KV,12/19/2012 0:00,12/31/9999 0:00
1107289729,961 LEE 34.5 KV LEEDKBS,BUS,GEN,COMED,34.5 KV,12/19/2012 0:00,12/31/9999 0:00
1107290033,TAIT    4 KV    DIESEL,BUS,GEN,DAY,4 KV,12/19/2012 0:00,12/31/9999 0:00
1107290202,BISMARK 34.5 KV NEWCRKWF,BUS,GEN,DOM,34.5 KV,12/19/2012 0:00,12/31/9999 0:00
1107290216,CLIFTON 230 KV  SR1,BUS,GEN,DOM,230 KV,12/19/2012 0:00,12/31/9999 0:00
1107290248,VAHILLS 230 KV  SR1,BUS,GEN,DOM,230 KV,12/19/2012 0:00,12/31/9999 0:00
1107290410,SANBORN 34 KV   GENEVALF,BUS,GEN,ATSI,34 KV,12/19/2012 0:00,12/31/9999 0:00
1107333036,FRONT ROYAL,AGGREGATE,EHV,DOM,500 KV,12/19/2012 0:00,12/31/9999 0:00
1123166479,METUCHEN230 KV  220-4,BUS,LOAD,PSEG,230 KV,3/27/2013 0:00,12/31/9999 0:00
1123166480,METUCHEN230 KV  220-2,BUS,LOAD,PSEG,230 KV,3/27/2013 0:00,12/31/9999 0:00
1123166613,LOCUSTPS69 KV   T-1,BUS,LOAD,PSEG,69 KV,3/27/2013 0:00,12/31/9999 0:00
1123166614,LOCUSTPS69 KV   T-2,BUS,LOAD,PSEG,69 KV,3/27/2013 0:00,12/31/9999 0:00
1123166615,LOCUSTPS69 KV   T-3,BUS,LOAD,PSEG,69 KV,3/27/2013 0:00,12/31/9999 0:00
1123166617,LOCUSTPS69 KV   T-5,BUS,LOAD,PSEG,69 KV,3/27/2013 0:00,12/31/9999 0:00
1123166712,CLAY PE 35 KV   T1,BUS,LOAD,PECO,35 KV,3/27/2013 0:00,12/31/9999 0:00
1123166713,CLAY PE 35 KV   T2,BUS,LOAD,PECO,35 KV,3/27/2013 0:00,12/31/9999 0:00
1123167043,ELROYPL 69 KV   HATF1,BUS,LOAD,PPL,69 KV,3/27/2013 0:00,12/31/9999 0:00
1123167044,ELROYPL 69 KV   HATF2,BUS,LOAD,PPL,69 KV,3/27/2013 0:00,12/31/9999 0:00
1123167051,EPETERSB138 KV  TRAN1,BUS,LOAD,PPL,138 KV,3/27/2013 0:00,12/31/9999 0:00
1123167052,EPETERSB138 KV  TRAN2,BUS,LOAD,PPL,138 KV,3/27/2013 0:00,12/31/9999 0:00
1123167132,NEFFSVIL138 KV  T1,BUS,LOAD,PPL,138 KV,3/27/2013 0:00,12/31/9999 0:00
1123167133,NEFFSVIL138 KV  T2,BUS,LOAD,PPL,138 KV,3/27/2013 0:00,12/31/9999 0:00
1123167136,PARKCITY138 KV  PARK,BUS,LOAD,PPL,138 KV,3/27/2013 0:00,12/31/9999 0:00
1123167151,ROSEVILL138 KV  ROSE,BUS,LOAD,PPL,138 KV,3/27/2013 0:00,12/31/9999 0:00
1123167523,MORRISPA35 KV   BK 2,BUS,LOAD,JCPL,35 KV,3/27/2013 0:00,12/31/9999 0:00
1123167590,NEWPROSP230 KV  TR2,BUS,LOAD,JCPL,230 KV,3/27/2013 0:00,12/31/9999 0:00
1123167591,NEWPROSP230 KV  BK1,BUS,LOAD,JCPL,230 KV,3/27/2013 0:00,12/31/9999 0:00
1123167819,GREENGAR34.5 KV LOAD,BUS,LOAD,PENELEC,34.5 KV,3/27/2013 0:00,12/31/9999 0:00
1123168544,SMAWA   138 KV  BK758 LD,BUS,LOAD,RECO,138 KV,3/27/2013 0:00,12/31/9999 0:00
1123169433,16 WAUKE138 KV  TR1,BUS,LOAD,COMED,138 KV,3/27/2013 0:00,12/31/9999 0:00
1123169434,16 WAUKE138 KV  TR2,BUS,LOAD,COMED,138 KV,3/27/2013 0:00,12/31/9999 0:00
1123169435,16 WAUKE138 KV  TR14,BUS,LOAD,COMED,138 KV,3/27/2013 0:00,12/31/9999 0:00
1123169436,16 WAUKE138 KV  TR17,BUS,LOAD,COMED,138 KV,3/27/2013 0:00,12/31/9999 0:00
1123170032,78 FRANK34.5 KV TR76,BUS,LOAD,COMED,34.5 KV,3/27/2013 0:00,12/31/9999 0:00
